,Post Datetime,Post Title,Post URL,Neighborhood,Bedroom,SQFT,Price
52,2022-12-10 10:42,Vanpm.com 2 Bed 2 Bath with EV parking and Storage @Station Square,https://vancouver.craigslist.org/bnc/apa/d/burnaby-vanpmcom-bed-bath-with-ev/7555941670.html,burnaby/newwest,2,1000.0,3195
53,2022-12-10 10:41,*[NextGen PM]* Resort like 4BR House in the Peaceful Neighbourhood,https://vancouver.craigslist.org/bnc/apa/d/burnaby-nextgen-pm-resort-like-4br/7565507324.html,burnaby/newwest,4,2525.0,5500
54,2022-12-10 10:41,[NextGen PM] THE POINT: 2 BDR condo in the heart of downtown NW,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-nextgen-pm-the-point/7562127616.html,burnaby/newwest,1,663.0,2300
55,2022-12-10 10:32,Metrotown Amazing 2 Bedroom 2 Bathroom AC Condo,https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-amazing-bedroom/7563651353.html,Burnaby,2,855.0,3180
56,2022-12-10 10:32,1 Bedroom HighRise at Metrotown Silver - Great View,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-highrise-at-metrotown/7563499466.html,burnaby/newwest,1,510.0,2200
57,2022-12-10 10:32,Brand new 1 Bed AC unit at Concord Brentwood  (Dec move in $2300),https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-bed-ac-unit-at/7560893378.html,Burnaby,1,535.0,2500
58,2022-12-10 10:32,Amazing Brand new 2 bedroom 2 bath loft condo at SFU,https://vancouver.craigslist.org/bnc/apa/d/burnaby-amazing-brand-new-bedroom-bath/7563647666.html,Burnaby,2,843.0,3200
59,2022-12-10 10:31,Brand New Cozy 2 Bedrooms @Metrotown Sun Tower 2 (Dec move in $3300),https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-cozy-bedrooms/7560722913.html,Burnaby,2,987.0,3500
60,2022-12-10 10:31,Cozy unfurnished 1 Bed + Den unit @ The Met,https://vancouver.craigslist.org/bnc/apa/d/burnaby-cozy-unfurnished-bed-den-unit/7563555805.html,Burnaby,1,607.0,2200
61,2022-12-10 10:30,1 BEDROOM ABOVE GROUND SUITE IN SOUTH SLOPE BURNABY,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-above-ground-suite-in/7559319418.html,South Slope Burnaby,1,700.0,1600
